Year,ANZSCO,Occupation,Skill Level,Automation probability,Employed total ('000)
2005,3331,Glaziers,3,73,7.966188388
2005,3332,Plasterers,3,77.5,30.10919937
2005,3333,Roof Tilers,3,90,8.9569567
2005,3334,Wall and Floor Tilers,3,80.6,16.77224201
2005,3341,Plumbers,3,40.3,62.64192198
2005,3411,Electricians,3,27.7,99.21955874
2005,3421,Airconditioning and Refrigeration Mechanics,3,56.3,18.39664888
2005,3422,Electrical Distribution Trades Workers,3,7.3,7.654310515
2005,3423,Electronics Trades Workers,3,47.9,36.41752763
2005,3424,Telecommunications Trades Workers,3,44.8,22.25935159
2005,3511,Bakers and Pastrycooks,3,89,22.48703478
2005,3512,Butchers and Smallgoods Makers,3,86.4,16.14802935
2005,3513,Chefs,2,52.2,57.55031534
2005,3514,Cooks,3,86.2,34.83874761
2005,3611,Animal Attendants and Trainers,3,73.9,14.02627978
2005,3612,Shearers,3,61.8,5.179189433
2005,3622,Gardeners,3,66,53.67369208
2005,3623,Greenkeepers,3,66,11.96024855
2005,3624,Nurserypersons,3,66,5.22805232
2005,3911,Hairdressers,3,15.8,54.44456808
2005,3921,Print Finishers and Screen Printers,3,90.1,5.58029326
2005,3922,Graphic Pre-press Trades Workers,3,74.8,6.530251183
2005,3923,Printers,3,83,15.91788389
2005,3931,Canvas and Leather Goods Makers,3,69.9,3.39475012
2005,3932,Clothing Trades Workers,3,80.9,13.0075668
2005,3941,Cabinetmakers,3,91.3,27.3505207
2005,3942,Wood Machinists and Other Wood Trades Workers,3,90.7,8.632200205
2005,3991,Boat Builders and Shipwrights,3,76,5.420523353
2005,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",3,60.3,8.938915868
2005,3994,Jewellers,3,95,6.072218813
2005,3995,Performing Arts Technicians,3,49.6,13.81486158
2005,3996,Signwriters,3,93.3,6.72336226
2005,3999,Other Miscellaneous Technicians and Trades Workers,3,46.6,11.61205785
2005,4111,Ambulance Officers and Paramedics,2,49.4,9.242269783
2005,4112,"Dental Hygienists, Technicians and Therapists",2,67,5.643227688
2005,4113,Diversional Therapists,3,9.1,1.71763374
2005,4116,Massage Therapists,2,27.2,9.210591338
2005,4117,Welfare Support Workers,2,12.7,40.0938481
2005,4221,Education Aides,4,56,55.54175411
2005,4231,Aged and Disabled Carers,4,55,62.47606707
2005,4233,Nursing Support and Personal Care Workers,4,47.4,71.01594874
2005,4234,Special Care Workers,4,9.3,1.81926048
2005,4311,Bar Attendants and Baristas,4,77,68.30743492
2005,4312,Cafe Workers,5,92.9,19.56717334
2005,4313,Gaming Workers,4,76.9,7.26056584
2005,4314,Hotel Service Managers,3,94,4.24394592
2005,4315,Waiters,4,93.6,97.59604835
2005,4319,Other Hospitality Workers,5,66.2,3.11575418
2005,4412,Fire and Emergency Workers,3,19,10.57299623
2005,4413,Police,2,10.4,50.94979646
2005,4421,Prison Officers,4,54.6,11.19879144
2005,4422,Security Officers and Guards,5,83.1,49.42079013
2005,4511,Beauty Therapists,4,35.1,20.98069692
2005,4512,Driving Instructors,3,13,4.55526541
2005,4513,Funeral Workers,2,39,2.717257638
2005,4514,"Gallery, Museum and Tour Guides",4,61,6.388065235
2005,4515,Personal Care Consultants,4,35.1,4.167398703
2005,4516,Tourism and Travel Advisers,4,45.6,19.31648017
2005,4517,Travel Attendants,3,35.4,7.584700443
2005,4518,Other Personal Service Workers,4,51.8,6.224349675
2005,4521,Fitness Instructors,4,8.3,14.88079358
2005,4522,Outdoor Adventure Guides,4,8.3,0.881440733
2005,4523,"Sports Coaches, Instructors and Officials",3,8.9,26.28237173
2005,4524,Sportspersons,3,40.3,7.916511318
2005,5111,"Contract, Program and Project Administrators",2,34.7,61.4058446
2005,5121,Office Managers,2,1.4,141.0976672
2005,5122,Practice Managers,2,60.2,11.66331524
2005,5211,Personal Assistants,3,85.1,64.90639679
2005,5212,Secretaries,3,95.4,112.3145173
2005,5311,General Clerks,4,96,138.9714722
2005,5321,Keyboard Operators,4,95.1,80.70567362
2005,5411,Call or Contact Centre Workers,3,52.3,27.55713368
2005,5412,Information Officers,4,95.9,61.78011754
2005,5421,Receptionists,4,91.6,167.4495221
2005,5511,Accounting Clerks,4,97.2,109.2712136
2005,5512,Bookkeepers,4,97.7,125.1442014
2005,5513,Payroll Clerks,4,97,28.56542843
2005,5521,Bank Workers,4,97.8,54.47829242
2005,5522,Credit and Loans Officers,4,90.1,28.32904072
2005,5523,"Insurance, Money Market and Statistical Clerks",4,92.6,24.75673288
2005,5611,Betting Clerks,5,76.9,4.225482433
2005,5612,Couriers and Postal Deliverers,5,77.8,42.09205145
2005,5613,Filing and Registry Clerks,5,94.5,18.10810116
2005,5614,Mail Sorters,5,77.2,14.27797465
2005,5615,Survey Interviewers,5,94,3.091116703
2005,5616,Switchboard Operators,5,96.1,8.37513489
2005,5619,Other Clerical and Office Support Workers,5,96.7,11.25117657
2005,5911,Purchasing and Supply Logistics Clerks,4,75.3,75.4748037
2005,5912,Transport and Despatch Clerks,4,83.5,33.31408952
2005,5991,Conveyancers and Legal Executives,2,86.5,7.9578476
2005,5992,Court and Legal Clerks,3,87.5,11.5081126
2005,5993,Debt Collectors,4,95,10.56600117
2005,5994,Human Resource Clerks,4,90,7.8059539
2005,5995,Inspectors and Regulatory Officers,4,42.8,29.21774381
2005,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",3,96.6,5.73322397
2005,5997,Library Assistants,4,96.3,8.46056589
2005,5999,Other Miscellaneous Clerical and Administrative Workers,4,67.3,15.22147708
2005,6111,"Auctioneers, and Stock and Station Agents",3,34.7,4.361387753
2005,6112,Insurance Agents,3,88.5,10.78330616
2005,6113,Sales Representatives,4,77.9,96.84237292
2005,6121,Real Estate Sales Agents,3,79.5,62.24762127
2005,6211,Sales Assistants (General),5,91.7,504.7810303
2005,6212,ICT Sales Assistants,5,92.3,16.10790379
2005,6213,Motor Vehicle and Vehicle Parts Salespersons,4,92.3,32.91667358
2005,6214,Pharmacy Sales Assistants,5,92.3,32.68758718
2005,6215,Retail Supervisors,4,28,29.77286356
2005,6216,Service Station Attendants,5,75.5,9.661474605
2005,6217,Street Vendors and Related Salespersons,5,94,14.36025517
2005,6219,Other Sales Assistants and Salespersons,5,96.2,7.623931203
2005,6311,Checkout Operators and Office Cashiers,5,96.9,124.4361946
2005,6391,Models and Sales Demonstrators,5,54.4,9.776685018
2005,6392,Retail and Wool Buyers,3,64.1,7.040830528
2005,6393,Telemarketers,5,99,16.4644209
2005,6394,Ticket Salespersons,5,93.2,17.10746346
2005,6395,Visual Merchandisers,4,28.4,5.517934855
2005,6399,Other Sales Support Workers,5,78.6,1.35862881
2005,7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",4,84.4,5.061738028
2005,7112,Industrial Spraypainters,4,79.6,5.69199884
2005,7113,Paper and Wood Processing Machine Operators,4,80.1,9.495739655
2005,7114,Photographic Developers and Printers,4,67.1,4.43496618
2005,7115,Plastics and Rubber Production Machine Operators,4,87.9,11.29629956
2005,7116,Sewing Machinists,4,89,15.39635023
2005,7117,Textile and Footwear Production Machine Operators,4,71.7,5.233644453
2005,7119,Other Machine Operators,4,75.2,10.47115545
2005,7121,"Crane, Hoist and Lift Operators",4,72,13.22210696
2005,7122,"Drillers, Miners and Shot Firers",4,75,27.02742604
2005,7123,Engineering Production Workers,4,81.8,27.55585067
2005,7129,Other Stationary Plant Operators,4,61.7,16.6669449
2005,7211,"Agricultural, Forestry and Horticultural Plant Operators",4,79,12.75880895
2005,7212,Earthmoving Plant Operators,4,93.2,44.70743321
2005,7213,Forklift Drivers,4,91,55.05528939
2005,7219,Other Mobile Plant Operators,4,82.1,9.325561863
2005,7311,Automobile Drivers,4,78.7,30.26829118
2005,7312,Bus and Coach Drivers,4,82.3,31.61810819
2005,7313,Train and Tram Drivers,4,75.8,9.516214055
2005,7321,Delivery Drivers,4,78.7,38.93347248
2005,7331,Truck Drivers,4,78.4,152.2889521
2005,7411,Storepersons,4,76.4,84.40820886
2005,8111,Car Detailers,5,37,15.57892297
2005,8112,Commercial Cleaners,5,65.5,152.3272468
2005,8113,Domestic Cleaners,5,69,26.67009035
2005,8114,Housekeepers,5,70.6,20.24055137
2005,8115,Laundry Workers,5,73.1,15.856624
2005,8116,Other Cleaners,5,78.5,16.95126818
2005,8211,Building and Plumbing Labourers,5,85.8,49.30920917
2005,8212,Concreters,5,90,34.04711336
2005,8213,Fencers,4,85.6,10.03688624
2005,8214,Insulation and Home Improvement Installers,4,67.3,16.51524671
2005,8215,Paving and Surfacing Labourers,5,87.2,5.386298855
2005,8216,Railway Track Workers,4,87.2,3.065079778
2005,8217,Structural Steel Construction Workers,4,77.7,17.57125613
2005,8219,Other Construction and Mining Labourers,5,56.7,7.140920955
2005,8311,Food and Drink Factory Workers,5,74.2,23.93625604
2005,8312,"Meat Boners and Slicers, and Slaughterers",4,86.4,11.35431073
2005,8313,"Meat, Poultry and Seafood Process Workers",5,85.2,13.42526305
2005,8321,Packers,5,60.1,80.01274718
2005,8322,Product Assemblers,5,95.2,49.35975716
2005,8393,Product Quality Controllers,4,97,15.87024307
2005,8394,Timber and Wood Process Workers,5,79.4,9.36900475
2005,8399,Other Factory Process Workers,5,81.8,12.84978608
2005,8413,Forestry and Logging Workers,4,81.8,3.114040895
2005,8414,Garden and Nursery Labourers,5,95,35.04127385
2005,8415,Livestock Farm Workers,5,61.8,26.38784694
2005,8419,"Other Farm, Forestry and Garden Workers",5,67.5,8.376145455
2005,8511,Fast Food Cooks,5,82.8,22.86132076
2005,8512,Food Trades Assistants,5,84.3,5.287565178
2005,8513,Kitchenhands,5,84.3,100.5738039
2005,8911,Freight and Furniture Handlers,5,76.7,13.61349014
2005,8912,Shelf Fillers,5,64,71.57082548
2005,8991,Caretakers,5,66,5.999505418
2005,8992,Deck and Fishing Hands,4,69.4,7.443091325
2005,8993,Handypersons,5,65.4,35.75452268
2005,8994,Motor Vehicle Parts and Accessories Fitters,4,66.6,11.45868347
2005,8995,Printing Assistants and Table Workers,4,80.4,7.867486183
2005,8996,Recycling and Rubbish Collectors,5,78,3.726083053
2005,8997,Vending Machine Attendants,5,89.2,5.469314405
2005,8999,Other Miscellaneous Labourers,5,75.1,47.73166048
2005,1341,Child Care Centre Managers,1,1.5,6.44553012
2005,2349,Other Natural and Physical Science Professionals,1,16.1,4.355868975
2005,2524,Occupational Therapists,1,0.8,7.795168145
2005,3621,Florists,3,40,6.52940031
2005,3933,Upholsterers,3,39,3.599764428
2005,3993,"Gallery, Library and Museum Technicians",2,90.7,4.826482453
2005,4114,Enrolled and Mothercraft Nurses,2,5.8,31.89638673
2005,4211,Child Carers,4,8.4,87.46487716
2005,3613,Veterinary Nurses,3,42.6,4.989581615
2005,2526,Podiatrists,1,0.8,2.049521998
2005,2411,Early Childhood (Pre-primary School) Teachers,1,5.1,16.4536233
2005,2511,Nutrition Professionals,1,0.4,3.466941635
2005,4232,Dental Assistants,4,60.1,17.05481832
2006,1111,Chief Executives and Managing Directors,1,14,46.69740304
2006,1112,General Managers,1,14,42.38416487
2006,1211,Aquaculture Farmers,1,31.2,1.653589165
2006,1212,Crop Farmers,1,51,56.14464486
2006,1213,Livestock Farmers,1,37.4,86.84471973
2006,1214,Mixed Crop and Livestock Farmers,1,59,41.12257894
2006,1311,"Advertising, Public Relations and Sales Managers",1,1.5,113.7334569
2006,1321,Corporate Services Managers,1,38.9,10.94561465
2006,1322,Finance Managers,1,6.9,49.56741154
2006,1323,Human Resource Managers,1,11.3,38.73167083
2006,1324,Policy and Planning Managers,1,25,18.48735457
2006,1325,Research and Development Managers,1,1.7,10.65052474
2006,1331,Construction Managers,1,9.5,57.47446714
2006,1332,Engineering Managers,1,25,16.14959316
2006,1333,"Importers, Exporters and Wholesalers",1,23.9,18.19350466
2006,1334,Manufacturers,1,3,26.61233782
2006,1335,Production Managers,1,5.5,47.62006067
2006,1336,"Supply, Distribution and Procurement Managers",1,59,25.34968509
2006,1342,Health and Welfare Services Managers,1,5,13.24835791
2006,1343,School Principals,1,0.7,15.58645623
2006,1344,Other Education Managers,1,0.7,8.07939081
2006,1351,ICT Managers,1,3.5,44.70904635
2006,1399,Other Specialist Managers,1,13.1,31.38185232
2006,1411,Cafe and Restaurant Managers,2,8.3,51.15835904
2006,1412,Caravan Park and Camping Ground Managers,2,25,4.591959025
2006,1413,Hotel and Motel Managers,2,0.4,23.29670979
2006,1414,Licensed Club Managers,2,25,6.555760958
2006,1419,Other Accommodation and Hospitality Managers,2,26.1,8.750069433
2006,1421,Retail Managers,2,16.1,203.6913362
2006,1491,"Amusement, Fitness and Sports Centre Managers",2,23.7,7.931241958
2006,1492,Call or Contact Centre and Customer Service Managers,2,49.9,40.25368036
2006,1493,Conference and Event Organisers,2,4.9,17.51424406
2006,1494,Transport Services Managers,2,59,18.30125303
2006,1499,"Other Hospitality, Retail and Service Managers",2,26.4,46.92077933
2006,2111,"Actors, Dancers and Other Entertainers",1,21.4,5.607457563
2006,2112,Music Professionals,1,5.2,10.27652339
2006,2113,Photographers,1,2.1,12.24317832
2006,2114,Visual Arts and Crafts Professionals,1,16.5,12.84100495
2006,2121,"Artistic Directors, and Media Producers and Presenters",1,10,10.53171578
2006,2122,"Authors, and Book and Script Editors",1,38.5,5.121586865
2006,2123,"Film, Television, Radio and Stage Directors",1,8.5,9.402325483
2006,2124,Journalists and Other Writers,1,17,22.41668475
2006,2211,Accountants,1,94.3,144.1614049
2006,2212,"Auditors, Company Secretaries and Corporate Treasurers",1,76.3,12.65461799
2006,2221,Financial Brokers,2,36,24.52472464
2006,2222,Financial Dealers,1,20.5,26.32948306
2006,2223,Financial Investment Advisers and Managers,1,43.8,38.09390739
2006,2231,Human Resource Professionals,1,24.8,48.35427359
2006,2232,ICT Trainers,1,1.4,5.005752383
2006,2233,Training and Development Professionals,1,1.4,23.27582563
2006,2241,"Actuaries, Mathematicians and Statisticians",1,11.9,5.959584595
2006,2242,"Archivists, Curators and Records Managers",1,56,3.97743753
2006,2243,Economists,1,43,3.490469068
2006,2244,Intelligence and Policy Analysts,1,23,13.93899619
2006,2245,Land Economists and Valuers,1,67.6,13.09553184
2006,2246,Librarians,1,59.5,12.71217123
2006,2247,Management and Organisation Analysts,1,10.9,36.72994151
2006,2249,Other Information and Organisation Professionals,1,35.2,11.10740401
2006,2251,Advertising and Marketing Professionals,1,58.2,42.03841791
2006,2252,ICT Sales Professionals,1,15.1,10.19160624
2006,2253,Public Relations Professionals,1,18,18.82253761
2006,2254,Technical Sales Representatives,1,21.7,21.79582959
2006,2311,Air Transport Professionals,1,25.5,10.5530073
2006,2312,Marine Transport Professionals,1,20,8.940387343
2006,2321,Architects and Landscape Architects,1,2.2,19.25758468
2006,2322,Surveyors and Spatial Scientists,1,48.7,12.69424038
2006,2323,"Fashion, Industrial and Jewellery Designers",1,3.1,8.500345238
2006,2324,"Graphic and Web Designers, and Illustrators",1,7.3,38.89855245
2006,2325,Interior Designers,1,15.1,7.265012495
2006,2326,Urban and Regional Planners,1,13,9.966538823
2006,2331,Chemical and Materials Engineers,1,1.8,3.876020533
2006,2332,Civil Engineering Professionals,1,1.9,35.1631846
2006,2333,Electrical Engineers,1,10,14.34183895
2006,2334,Electronics Engineers,1,12.9,6.04994195
2006,2335,"Industrial, Mechanical and Production Engineers",1,2.1,24.33777028
2006,2336,Mining Engineers,1,12,5.448409105
2006,2339,Other Engineering Professionals,1,2.2,7.509597288
2006,2341,Agricultural and Forestry Scientists,1,1.1,7.649919843
2006,2342,"Chemists, and Food and Wine Scientists",1,6.6,11.72216982
2006,2343,Environmental Scientists,1,8.6,14.8377631
2006,2344,"Geologists, Geophysicists and Hydrogeologists",1,53.2,9.94782762
2006,2345,Life Scientists,1,4.3,8.842228395
2006,2346,Medical Laboratory Scientists,1,59.8,16.97092879
2006,2347,Veterinarians,1,3.8,6.95467443
2006,2349,Other Natural and Physical Science Professionals,1,16.1,4.45992825
2006,2412,Primary School Teachers,1,5.7,140.3752148
2006,2414,Secondary School Teachers,1,0.8,130.9962529
2006,2415,Special Education Teachers,1,1.1,13.37237557
2006,2422,Vocational Education Teachers,1,5.3,33.27761086
2006,2491,Education Advisers and Reviewers,1,0.4,9.313885383
2006,2492,Private Tutors and Teachers,1,11.9,27.8793438
2006,2493,Teachers of English to Speakers of Other Languages,1,17.1,6.04145072
2006,2512,Medical Imaging Professionals,1,30.2,10.74904748
2006,2513,Occupational and Environmental Health Professionals,1,12,14.99797055
2006,2514,Optometrists and Orthoptists,1,14,5.01526148
2006,2515,Pharmacists,1,1.2,16.01202903
2006,2519,Other Health Diagnostic and Promotion Professionals,1,41.9,5.047900215
2006,2521,Chiropractors and Osteopaths,1,0.8,3.833750788
2006,2522,Complementary Health Therapists,1,2.5,5.89073727
2006,2523,Dental Practitioners,1,0.5,13.57517578
2006,2525,Physiotherapists,1,2.1,12.95383121
2006,2526,Podiatrists,1,0.8,2.354284575
2006,2611,ICT Business and Systems Analysts,1,0.7,23.35945216
2006,2613,Software and Applications Programmers,1,27.3,73.66808882
2006,2621,"Database and Systems Administrators, and ICT Security Specialists",1,3,31.41860021
2006,2631,Computer Network Professionals,1,3,20.46290203
2006,2633,Telecommunications Engineering Professionals,1,2.5,9.254906663
2006,2711,Barristers,1,3.5,4.622625173
2006,2712,Judicial and Other Legal Professionals,1,11.8,8.725630173
2006,2713,Solicitors,1,3.5,44.84953703
2006,2721,Counsellors,1,5.2,14.8956525
2006,2722,Ministers of Religion,1,1.3,16.09957815
2006,2723,Psychologists,1,0.5,13.93404807
2006,2724,Social Professionals,1,24.6,7.68737678
2006,2726,"Welfare, Recreation and Community Arts Workers",1,3.7,19.89830517
2006,3111,Agricultural Technicians,2,73.1,2.184159453
2006,3112,Medical Technicians,2,61.7,21.88355354
2006,3113,Primary Products Inspectors,2,33.7,5.979206543
2006,3114,Science Technicians,2,55,17.81246061
2006,3121,"Architectural, Building and Surveying Technicians",2,45.3,54.2837909
2006,3122,Civil Engineering Draftspersons and Technicians,2,63,8.45298214
2006,3123,Electrical Engineering Draftspersons and Technicians,2,77.3,7.90992642
2006,3124,Electronic Engineering Draftspersons and Technicians,2,82.8,7.554214295
2006,3125,Mechanical Engineering Draftspersons and Technicians,2,56.1,5.665098668
2006,3126,Safety Inspectors,2,21.1,6.803062593
2006,3129,Other Building and Engineering Technicians,2,43.5,12.13141793
2006,3131,ICT Support Technicians,2,31,43.36237899
2006,3132,Telecommunications Technical Specialists,2,73.2,3.262240508
2006,3211,Automotive Electricians,3,59.2,7.95821742
2006,3212,Motor Mechanics,3,65.1,93.69738151
2006,3221,"Metal Casting, Forging and Finishing Trades Workers",3,92.2,3.556505715
2006,3222,Sheetmetal Trades Workers,3,80.7,6.938458998
2006,3223,Structural Steel and Welding Trades Workers,3,83.2,76.54851094
2006,3231,Aircraft Maintenance Engineers,3,52.4,11.35397229
2006,3232,Metal Fitters and Machinists,3,64.4,102.0343781
2006,3233,Precision Metal Trades Workers,3,55.8,7.60506376
2006,3234,Toolmakers and Engineering Patternmakers,3,79,7.585210965
2006,3241,Panelbeaters,3,80.7,16.05531811
2006,3242,Vehicle Body Builders and Trimmers,3,68.2,5.30923853
2006,3243,Vehicle Painters,3,79.6,13.22588058
2006,3311,Bricklayers and Stonemasons,3,83.1,32.09623356
2006,3312,Carpenters and Joiners,3,72,111.5574897
2006,3321,Floor Finishers,3,80.6,9.84768263
2006,3322,Painting Trades Workers,3,75.2,46.96257935
2006,3331,Glaziers,3,73,8.560196895
2006,3332,Plasterers,3,77.5,30.91854122
2006,3333,Roof Tilers,3,90,8.325962935
2006,3334,Wall and Floor Tilers,3,80.6,19.59654759
2006,3341,Plumbers,3,40.3,69.85467386
2006,3411,Electricians,3,27.7,105.8903967
2006,3421,Airconditioning and Refrigeration Mechanics,3,56.3,19.16954794
2006,3422,Electrical Distribution Trades Workers,3,7.3,7.051756823
2006,3423,Electronics Trades Workers,3,47.9,37.70215495
2006,3424,Telecommunications Trades Workers,3,44.8,25.08632029
2006,3511,Bakers and Pastrycooks,3,89,23.65228581
2006,3512,Butchers and Smallgoods Makers,3,86.4,19.1983593
2006,3513,Chefs,2,52.2,52.1028974
2006,3514,Cooks,3,86.2,37.46209129
2006,3611,Animal Attendants and Trainers,3,73.9,14.50970807
2006,3612,Shearers,3,61.8,4.620645103
2006,3622,Gardeners,3,66,62.74150054
2006,3623,Greenkeepers,3,66,15.56094594
2006,3624,Nurserypersons,3,66,5.068929565
2006,3911,Hairdressers,3,15.8,54.62612634
2006,3921,Print Finishers and Screen Printers,3,90.1,5.29035723
2006,3922,Graphic Pre-press Trades Workers,3,74.8,3.090920415
2006,3923,Printers,3,83,15.85024536
2006,3931,Canvas and Leather Goods Makers,3,69.9,2.844634073
2006,3932,Clothing Trades Workers,3,80.9,10.06555381
2006,3933,Upholsterers,3,39,5.101669338
2006,3941,Cabinetmakers,3,91.3,26.81923603
2006,3942,Wood Machinists and Other Wood Trades Workers,3,90.7,7.049328445
2006,3991,Boat Builders and Shipwrights,3,76,6.067591305
2006,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",3,60.3,8.605331673
2006,3994,Jewellers,3,95,4.014443833
2006,3995,Performing Arts Technicians,3,49.6,10.53919506
2006,3996,Signwriters,3,93.3,6.125360493
2006,3999,Other Miscellaneous Technicians and Trades Workers,3,46.6,12.68424416
2006,4111,Ambulance Officers and Paramedics,2,49.4,9.512029058
2006,4112,"Dental Hygienists, Technicians and Therapists",2,67,6.72012856
2006,4114,Enrolled and Mothercraft Nurses,2,5.8,29.97633831
2006,4116,Massage Therapists,2,27.2,8.491651078
2006,4117,Welfare Support Workers,2,12.7,41.60053739
2006,4211,Child Carers,4,8.4,92.24800654
2006,4221,Education Aides,4,56,58.46635545
2006,4231,Aged and Disabled Carers,4,55,75.93621863
2006,4232,Dental Assistants,4,60.1,17.02318399
2006,4233,Nursing Support and Personal Care Workers,4,47.4,68.05781565
2006,4234,Special Care Workers,4,9.3,2.135662183
2006,4311,Bar Attendants and Baristas,4,77,65.25465699
2006,4312,Cafe Workers,5,92.9,17.5476313
2006,4313,Gaming Workers,4,76.9,8.047376243
2006,4315,Waiters,4,93.6,90.54123847
2006,4319,Other Hospitality Workers,5,66.2,3.586842985
2006,4412,Fire and Emergency Workers,3,19,11.45137603
2006,4413,Police,2,10.4,50.86800453
2006,4421,Prison Officers,4,54.6,11.11095565
2006,4422,Security Officers and Guards,5,83.1,49.6176739
2006,4511,Beauty Therapists,4,35.1,19.03215186
2006,4512,Driving Instructors,3,13,4.604372825
2006,4513,Funeral Workers,2,39,3.033251975
2006,4514,"Gallery, Museum and Tour Guides",4,61,6.309910913
2006,4515,Personal Care Consultants,4,35.1,3.720893553
2006,4516,Tourism and Travel Advisers,4,45.6,18.82490349
2006,4517,Travel Attendants,3,35.4,10.55050339
2006,4518,Other Personal Service Workers,4,51.8,6.627741893
2006,4521,Fitness Instructors,4,8.3,18.64402338
2006,4522,Outdoor Adventure Guides,4,8.3,0.996542205
2006,4523,"Sports Coaches, Instructors and Officials",3,8.9,26.1907963
2006,4524,Sportspersons,3,40.3,6.602241473
2006,5111,"Contract, Program and Project Administrators",2,34.7,64.97086441
2006,5121,Office Managers,2,1.4,141.1985289
2006,5122,Practice Managers,2,60.2,12.62840699
2006,5211,Personal Assistants,3,85.1,59.82207926
2006,5212,Secretaries,3,95.4,108.2297994
2006,5311,General Clerks,4,96,122.5274675
2006,5321,Keyboard Operators,4,95.1,96.36977163
2006,5411,Call or Contact Centre Workers,3,52.3,30.01792223
2006,5412,Information Officers,4,95.9,70.48261867
2006,5421,Receptionists,4,91.6,168.4746846
2006,5511,Accounting Clerks,4,97.2,115.616314
2006,5512,Bookkeepers,4,97.7,133.7287168
2006,5513,Payroll Clerks,4,97,30.10671613
2006,5521,Bank Workers,4,97.8,53.87357694
2006,5522,Credit and Loans Officers,4,90.1,27.95869259
2006,5523,"Insurance, Money Market and Statistical Clerks",4,92.6,25.26265273
2006,5612,Couriers and Postal Deliverers,5,77.8,41.42945577
2006,5613,Filing and Registry Clerks,5,94.5,17.89620492
2006,5614,Mail Sorters,5,77.2,16.26803954
2006,5615,Survey Interviewers,5,94,3.3540225
2006,5616,Switchboard Operators,5,96.1,5.932000455
2006,5619,Other Clerical and Office Support Workers,5,96.7,11.24869445
2006,5911,Purchasing and Supply Logistics Clerks,4,75.3,84.09830444
2006,5912,Transport and Despatch Clerks,4,83.5,28.16696633
2006,5991,Conveyancers and Legal Executives,2,86.5,9.970154388
2006,5992,Court and Legal Clerks,3,87.5,11.89026237
2006,5993,Debt Collectors,4,95,10.7359238
2006,5994,Human Resource Clerks,4,90,11.06419915
2006,5995,Inspectors and Regulatory Officers,4,42.8,29.31657209
2006,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",3,96.6,6.41606717
2006,5997,Library Assistants,4,96.3,7.258133053
2006,5999,Other Miscellaneous Clerical and Administrative Workers,4,67.3,18.76748184
2006,6111,"Auctioneers, and Stock and Station Agents",3,34.7,4.55305033
2006,6112,Insurance Agents,3,88.5,10.70362961
2006,6113,Sales Representatives,4,77.9,101.9323113
2006,6121,Real Estate Sales Agents,3,79.5,68.51343522
2006,6211,Sales Assistants (General),5,91.7,482.4247317
2006,6212,ICT Sales Assistants,5,92.3,15.79652349
2006,6213,Motor Vehicle and Vehicle Parts Salespersons,4,92.3,33.90221499
2006,6214,Pharmacy Sales Assistants,5,92.3,32.06385214
2006,6215,Retail Supervisors,4,28,29.37640039
2006,6216,Service Station Attendants,5,75.5,9.218350218
2006,6217,Street Vendors and Related Salespersons,5,94,11.37765392
2006,6219,Other Sales Assistants and Salespersons,5,96.2,7.37807103
2006,6311,Checkout Operators and Office Cashiers,5,96.9,118.1103733
2006,6391,Models and Sales Demonstrators,5,54.4,10.425053
2006,6392,Retail and Wool Buyers,3,64.1,5.134969325
2006,6393,Telemarketers,5,99,16.52251063
2006,6394,Ticket Salespersons,5,93.2,16.29726993
2006,6399,Other Sales Support Workers,5,78.6,1.809274033
2006,7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",4,84.4,4.256849938
2006,7112,Industrial Spraypainters,4,79.6,6.772477455
2006,7113,Paper and Wood Processing Machine Operators,4,80.1,8.866443333
2006,7115,Plastics and Rubber Production Machine Operators,4,87.9,10.4957217
2006,7116,Sewing Machinists,4,89,16.24077618
2006,7119,Other Machine Operators,4,75.2,10.79199841
2006,7121,"Crane, Hoist and Lift Operators",4,72,10.19906631
2006,7122,"Drillers, Miners and Shot Firers",4,75,31.48291199
2006,7123,Engineering Production Workers,4,81.8,32.65688514
2006,7129,Other Stationary Plant Operators,4,61.7,19.42477296
2006,7211,"Agricultural, Forestry and Horticultural Plant Operators",4,79,12.21202625
2006,7212,Earthmoving Plant Operators,4,93.2,47.80722085
2006,7213,Forklift Drivers,4,91,53.78214957
2006,7219,Other Mobile Plant Operators,4,82.1,9.330216685
2006,7311,Automobile Drivers,4,78.7,33.53174585
2006,7312,Bus and Coach Drivers,4,82.3,30.12999004
2006,7313,Train and Tram Drivers,4,75.8,9.32977951
2006,7321,Delivery Drivers,4,78.7,38.07220791
2006,7331,Truck Drivers,4,78.4,160.5959917
2006,7411,Storepersons,4,76.4,97.97620526
2006,8111,Car Detailers,5,37,14.52589974
2006,8112,Commercial Cleaners,5,65.5,140.9635442
2006,8113,Domestic Cleaners,5,69,25.42506477
2006,8114,Housekeepers,5,70.6,23.91521089
2006,8115,Laundry Workers,5,73.1,14.10050248
2006,8116,Other Cleaners,5,78.5,16.58504551
2006,8211,Building and Plumbing Labourers,5,85.8,49.63646254
2006,8212,Concreters,5,90,32.23966939
2006,8213,Fencers,4,85.6,10.04865878
